"","X","id","institution_code","star","flag","scientificName","collectors","collectors_parsed","collector_number_prefix","collector_number","collector_number_suffix","early_julian_day","late_julian_day","verbatim_date","county","elevation","locality","locality_parsed","geocoded","longitude","latitude","datum","georeference_source","township_range_section","error_radius","error_radius_units","current_name","current_name_binomial","current_genus","current_species","clade","dataset","cloned_geocode","jepson_flag","flagged_record_corrected","maxent_index","naturalised","cultivated","possible_mislabel","exclude_species","jepson_flag_october","new_flag","exclude_clade","x_epsg_3310","y_epsg_3310","Tave_wt","Tave_sp","Tave_sm","Tave_at","Tmin_wt","Tmax_sm","PPT_wt","PPT_sp","PPT_sm","PPT_at","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD5","DD_0","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH","year","aet","cwd","cwd_gs","pet","ppt","soil_mean","soil_min","srad","swe_max","tmax","tmin","vpd_max","vpd_spr","vpd_gs"
"49",333,"GH344394","","","","Quercus douglasii","L. S. Rose","L. S. Rose","","37650","","9/6/1937","9/6/1937","9/6/1937","Santa Clara","","   Smith Creek, W. slope of Mt. Hamilton","Smith Creek, West slope of Mount Hamilton","yes",-121.6786,37.3403,"WGS84","GoogleMaps via BerkeleyMapper (copied from SJSU776)","",3,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.105185594,NA,NA,NA,NA,"no",NA,NA,-148500.521687021,-73840.5877228598,8.3,11.6,20.5,16.2,4.5,26.8,276,163,8,140,14.1,21.6,7.7,14,587,33,41.1,658.9,3382,31,346,41,350,309,4,-9.6,39.1,1028,702,17.7,69,1937,449.4,844.2,127.316666666667,1293.7,829.9,60.55,16.2,197.283333333333,0,31.1,2.7,1.93,0.775,1.355
"50",343,"UCSB33412","","","","Quercus douglasii","K. Nixon","K. Nixon","","1760","-3","10/2/1978","10/2/1978","Oct 2 1978","Shasta","","   WONDERLAND BLVD FRONTAGE RD TO US INTERSTATE 5 REDDING (1.5 MI N OF SHASTA DAM EXIT)","WONDERLAND Boulevard FRONTAGE Road TO US INTERSTATE 5 REDDING (1.5 miles North of OF SHASTA DAM EXIT)","yes",-122.3398361,40.70040131,"NAD27","Terrain Navigator Pro.","",0.208,"mi","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.212147996,NA,NA,NA,NA,"no",NA,NA,-197773.438274699,300683.792139398,7.9,14.5,25.4,17.5,2.9,34.2,658,344,36,304,16.3,26.8,7,19.8,1342,116,19.6,231.4,4188,32,335,61,336,275,10,-12.3,45,1252,766,17.3,59,1978,774.4,637.3,97.6666666666667,1411.7,1378.3,209.7,61.7,186.441666666667,0,35.9,2.90000000000001,2.8,1.135,2.00333333333333
"52",361,"HSC72331","","","","Quercus douglasii","J. P. Smith, J. O. Sawyer, Thomas W. Nelson","J. P. Smith, J. O. Sawyer, Thomas W. Nelson","","9665","","4/9/1978","4/9/1978","Apr 9 1978","Shasta","732 m","   County Rd. A16, 4 mi. from its junction with Hwy. 36","County Road A16, 4 miles from its junction with Highway 36","yes",-122.8502,40.3685,"WGS84","GoogleMaps via BerkeleyMapper","29N09W14",200,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.148138451,NA,NA,NA,NA,"no",NA,NA,-242007.632120435,265026.580380892,5.4,11.4,22.1,14.4,0.2,31.6,393,204,26,199,13.3,23.6,4.7,18.9,821,77,28.4,306.3,3189,64,292,106,310,205,17,-17.9,42.4,1188,808,17.2,56,1978,635.7,671.1,102.483333333333,1306.7,942,175.583333333333,51.1,184.65,0,35.2,1.3,2.52,0.985,1.805
"53",372,"DS680948","","","","Quercus douglasii","John H. Thomas","John H. Thomas","","16874","","6/29/1973","6/29/1973","29-Jun-73","Santa Clara","3000 ft","   Mount Hamilton Range. About 1 mile due W of Mount Hamilton Observatory and about 12.5 miles E of the center of San Jose","Mount Hamilton Range. Ca. 1 mile due west of Mount Hamilton Observatory and ca. 12.5 miles east of the center of San Jose","yes",-121.6583333,37.34166667,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.097148778,NA,NA,NA,NA,"no",NA,NA,-146705.116546065,-73720.2416358907,7.9,11.2,20.6,15.9,4.1,26.9,276,161,8,143,13.9,21.8,7.3,14.5,587,33,40.6,650.3,3300,35,342,48,347,298,4,-10.5,39,1022,697,18,69,1973,458.1,818.1,124.316666666667,1276,961.2,58.5416666666667,15.1,197.933333333333,0,31,2.3,2,0.735,1.35833333333333
"54",391,"OBI39831","","","","Quercus douglasii","Joy H. Nishida","Joy H. Nishida","","800","","7/12/1985","7/12/1985","12-Jul-85","Tuolumne","2600 ft","   Pine Mountain lake; ca. 1 mi from Groveland, off hwy 120","Pine Mountain lake; ca. 1 miles from Groveland, off highway 120","yes",-120.2066,37.849,"WGS84","Geolocate (copied from OBI39832)","",1,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.128477116,NA,NA,NA,NA,"no",NA,NA,-18154.9708792289,-18585.7082351227,6.7,11.6,22.3,15,0.4,31.4,424,248,14,185,13.9,23.7,6,17.7,870,56,27.4,423.9,3336,46,293,108,311,203,10,-17.9,43.8,1263,842,16.7,54,1985,654.8,751.4,112.766666666667,1406.4,938.9,175.983333333333,51,204.608333333333,0,33.2,0.299999999999997,2.35,0.915,1.65333333333333
"55",398,"UC571858","","","","Quercus douglasii","C. W. and H. K. Sharsmith","C. W. and H. K. Sharsmith","","638","a","3/29/1934","3/29/1934","Mar 29 1934","Santa Clara","2310 ft","   vicinity Smith Creek (w side of Mount Hamilton); Mount Hamilton","vicinity Smith Creek (west side of Mount Hamilton); Mount Hamilton","yes",-121.69167,37.38333,"NAD27","Biogeomancer, inferred","",1.068,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.095891289,NA,NA,NA,NA,"no",NA,NA,-149571.317393281,-69037.4782302245,8.1,11.5,20.5,16.1,4.4,26.9,274,161,8,141,14,21.7,7.5,14.2,584,33,41.2,666.8,3356,32,345,43,349,306,4,-9.9,39.2,1026,701,17.8,69,1934,455.4,833.9,126.216666666667,1289.3,890.7,59.7583333333333,15.7,197.458333333333,0,31,2.60000000000001,1.96,0.755,1.355
"56",431,"UC571860","","","","Quercus douglasii","C. W. and H. K. Sharsmith","C. W. and H. K. Sharsmith","","446","","10/8/1933","10/8/1933","Oct 8 1933","Santa Clara","3000 ft","   w side Mount Hamilton","west side of Mount Hamilton","yes",-121.64274,37.341454,"NAD27","Terrain Navigator, inferred","",0.427,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.105561497,NA,NA,NA,NA,"no",NA,NA,-145326.197354135,-73767.8943043668,7.5,10.8,20.5,15.6,3.7,26.8,281,162,8,146,13.6,21.8,6.9,15,597,34,39.5,635.4,3210,39,338,57,344,287,5,-11.3,38.9,1013,692,18.1,69,1933,458.1,818.1,124.316666666667,1276,961.2,58.5416666666667,15.1,197.933333333333,0,31,2.3,2,0.735,1.35833333333333
"59",443,"UC1135443","","","","Quercus douglasii","C. G. Albertus","C. G. Albertus","","78","","6/9/1934","6/9/1934","Jun 9 1934","Tuolumne","975 ft","   1 mi se Rushing Ranch; Copperopolis Quad.","1 miles southeast of Rushing Ranch; Copperopolis Quadrangle","yes",-120.5695,37.8076,"NAD27","trs2LL","01S13E32",0.5,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.093104622,NA,NA,NA,NA,"no",NA,NA,-50072.1849795112,-23057.4101539631,8.8,14.4,24.1,17.2,3.6,33.4,247,147,9,116,16.1,25.5,7.8,17.7,518,31,50.4,834.4,4088,26,337,59,336,278,3,-11.5,43.6,1339,983,17.7,56,1934,524.1,945,139.966666666667,1469.1,594.8,131.75,43.8,201.95,0,35.9,2.3,2.62,1.1,1.92333333333333
"60",444,"UC1135446","","","","Quercus douglasii","C. R. Clar, F. H. Raymond","C. R. Clar, F. H. Raymond","","12","","8/3/1929","8/3/1929","Aug 3 1929","Santa Clara","1000 ft","   Guadalupe New Almaden Quad.","Guadalupe New Almaden Quadrangle","yes",-121.906,37.2095,"NAD27","trs2LL","08S01E30",0.5,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.101019804,NA,NA,NA,NA,"no",NA,NA,-168907.628241537,-87997.1736758794,9.7,12.8,19.5,16.5,5,27.5,404,194,8,157,14.6,20.4,9.1,11.2,763,29,32.3,702.3,3545,21,348,42,349,308,3,-8,39.6,1170,807,16.3,61,1929,433.7,862.5,126.383333333333,1296.3,548.5,74.9666666666667,21.8,194.916666666667,0,28.9,4.60000000000001,1.37,0.865,1.15
"61",449,"UC1135459","","","","Quercus douglasii","A. E. Wieslander","A. E. Wieslander","","660","","8/21/1936","8/21/1936","Aug 21 1936","Santa Clara","250 ft","   Base of Lone Hill New Almaden Quad.","Base of Lone Hill New Almaden Quadrangle","yes",-121.9119,37.2459,"WGS84","GoogleMaps via BerkeleyMapper","",300,"meters","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.091838528,NA,NA,NA,NA,"no",NA,NA,-169348.818905,-83941.252474091,9.6,13.7,19.7,16.2,4.2,28.2,261,124,5,98,14.8,20.3,9,11.4,488,19,50.9,1077.4,3611,20,342,50,342,292,2,-10,40.4,1234,898,16.8,57,1936,433.7,862.5,126.383333333333,1296.3,548.5,74.9666666666667,21.8,194.916666666667,0,28.9,4.60000000000001,1.37,0.865,1.15
"62",450,"UC1135458","","","","Quercus douglasii","R. C. Wilson","R. C. Wilson","","292","","8/21/1936","8/21/1936","Aug 21 1936","Santa Clara","700 ft","   1 mi n Adams School; Morgan Hill Quad.","1 miles north of Adams School; Morgan Hill Quadrangle","yes",-121.6451,37.033,"NAD27","trs2LL","10S03E28",0.5,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.078716696,NA,NA,NA,NA,"no",NA,NA,-146129.873590475,-108046.472324168,9.5,13.5,19.9,16.2,3.3,29.3,267,135,9,111,14.7,20.6,8.9,11.7,522,26,47.3,805.9,3587,21,332,67,333,266,2,-11.9,41.9,1299,934,16.9,54,1936,394.4,838.9,122.283333333333,1233.2,539,57.6083333333333,15.5,196.975,0,28.2,2.90000000000001,1.23,0.765,1.02
"63",451,"UC1135451","","","","Quercus douglasii","A. Simontacchi","A. Simontacchi","","326","","7/23/1937","7/23/1937","Jul 23 1937","Lake","1750 ft","   1.7 mi ne Hunter Point; Mendocino National Forest, Lakeport Quad.","1.7 miles northeast of Hunter Point; Mendocino National Forest, Lakeport Quadrangle","yes",-122.936172,39.229625,"NAD27","Geolocate","16N10W23",700,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.124979983,NA,NA,NA,NA,"no",NA,NA,-253223.030744753,138781.359315928,6.7,11.7,21.6,15.1,1.4,31.3,533,234,14,260,13.8,22.9,6,16.9,1041,54,22.8,423.9,3293,46,307,100,319,219,13,-15.3,42.6,1228,830,16,55,1937,574.5,649.9,99.9333333333333,1224.4,972.1,157.475,45.1,188.733333333333,0,32.4,0.299999999999997,1.99,0.78,1.40333333333333
"64",459,"UCD14546","","","","Quercus douglasii","Rob Ickes","Rob Ickes","","14","","6/4/1989","6/4/1989","06 04 1989","Lake","1360 ft.","   1/8 mi south of last hous on Buckingham Pt., Clear Lake","0.125 miles south of last hous on Buckingham Point, Clear Lake","yes",-122.7506,39.02,"WGS84","GoogleMaps via BerkeleyMapper","",500,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.064754289,NA,NA,NA,NA,"no",NA,NA,-237899.285916501,115013.538078879,6.9,12.2,22.1,15.2,1.2,31.9,445,168,8,205,14.1,23.4,6.1,17.3,826,35,29.2,675.8,3396,43,305,100,315,215,10,-16,43.4,1268,908,17.1,54,1989,498.3,774.3,117.95,1272.6,769.5,115.625,32.2,190.458333333333,0,33.6,0,2.13,0.865,1.50333333333333
"65",465,"DS581198","","","","Quercus douglasii","John H. Thomas","John H. Thomas","","3936","","4/21/1954","4/21/1954","21-Apr-54","Santa Clara","800 ft","   Jacks Gulch About 1/2 mile from Almaden Canyon","Jacks Gulch Ca. 0.5 mile from Almaden Canyon","yes",-121.85,37.16166667,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.150669192,NA,NA,NA,NA,"no",NA,NA,-164049.355108177,-93411.5609836858,9.6,12.3,19.2,16.5,5.4,26.5,486,236,10,196,14.4,20.1,9.1,10.9,928,37,26.3,538.6,3465,21,352,35,354,319,3,-7.1,39.1,1108,726,17.1,64,1954,507.5,746.8,110.866666666667,1254.5,796.9,96.4166666666667,25.9,196.233333333333,0,28.4,3.3,1.43,0.735,1.095
"66",474,"DS697256","","","","Quercus douglasii","Robert Martineau","Robert Martineau","","158","","5/5/1974","5/5/1974","5-May-74","Santa Clara","","   Foothills of the eastern side of Santa Cruz Mountains. 5 miles S of center of Palo Alto. Los Trancos Trail above Los Trancos Creek","Foothills of the eastern side of Santa Cruz Mountains. 5 miles South of center of Palo Alto. Los Trancos Trail above Los Trancos Creek","yes",-122.1898,37.3539,"WGS84","GoogleMaps via BerkeleyMapper (copied from DS681923) ","",1500,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.15074009,NA,NA,NA,NA,"no",NA,NA,-193682.777319127,-71406.5765603906,9.8,12.6,19.1,16.4,5.3,27,396,197,12,176,14.5,19.9,9.3,10.6,782,35,31.3,564.6,3497,20,351,39,351,312,3,-7,39.8,1147,771,16.6,62,1974,456.4,722.8,107.833333333333,1179.3,757.2,72.7583333333333,20.3,193.758333333333,0,25.6,4,1.08,0.635,0.883333333333333
"69",506,"UCD147483","","","","Quercus douglasii","Elice Leung, Plant Science 102 collecing interns","Elice Leung, Plant Science 102 collecing interns","","5","","4/26/2014","4/26/2014","04 26 2014","Lake","1340 ft.","   Lake County: Anderson Marsh State Historic Park. Southeastern corner of Clear Lake. West of Hwy 53, north of Lower Lake. Lower reaches of Lewis Ridge","Lake County: Anderson Marsh State Historic Park. Southeastern corner of Clear Lake. West of Highway 53, north of Lower Lake. Lower reaches of Lewis Ridge","yes",-122.62332,38.91997,"NAD83","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.081070412,NA,NA,NA,NA,"no",NA,NA,-227201.311804016,103587.863526055,6.7,12.2,22.2,15.1,0.5,32.3,383,140,8,155,14,23.5,5.9,17.6,685,31,35.1,768.6,3389,45,296,106,310,204,9,-17.5,43.9,1296,951,16.4,52,2014,456.2,832.5,127.433333333333,1288.6,736.2,91.85,25.8,191.616666666667,0,33.9,-0.200000000000003,2.19,0.895,1.57166666666667
"70",518,"HSC31607","","","","Quercus douglasii","Gary S. Lester","Gary S. Lester","","138","","5/4/1974","5/4/1974","May 4 1974","Lake","671 m","   Along Walker Ridge Rd., 0.5 mi. from junction with Hwy. 20","Along Walker Ridge Road., 0.5 miles from junction with Highway 20","yes",-122.4516,39.0287,"WGS84","GoogleMaps via BerkeleyMapper (copied from RSA413091)","14N05W30",250,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.040641564,NA,NA,NA,NA,"no",NA,NA,-212019.902418876,115270.666270626,7.7,13.6,24.2,17.1,3,33.7,324,121,9,140,15.7,25.7,6.9,18.8,594,31,43.2,826.2,3946,33,332,67,339,272,5,-12.2,43.6,1285,966,17.1,58,1974,438.1,865.7,132.7,1303.7,783.1,71.6166666666667,19.3,192.191666666667,0,33.6,0.799999999999997,2.22,0.9,1.595
"71",545,"POM223171","","","","Quercus douglasii","S. S. Berry","S. S. Berry","","","s.n.","4/14/1909","4/14/1909","Apr 14 1909","Santa Clara","30 m","   Stanford Stock farm.","Stanford Stock farm.","yes",-122.1834,37.4247,"NAD27","Terrain Navigator (copied from POM204338)","",0.201,"mi","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.151917597,NA,NA,NA,NA,"no",NA,NA,-192935.577862219,-63551.3860175675,9.8,13.7,19.1,16.1,4.7,26.8,249,119,5,110,14.7,19.6,9.2,10.5,483,19,51.1,1049.8,3571,19,348,39,346,307,2,-8.8,39.8,1173,837,16.5,60,1909,378.2,807.9,117.716666666667,1186.2,484.2,51.3,14.9,193.108333333333,0,25,4.60000000000001,0.95,0.68,0.84
"73",565,"CAS576152","","","","Quercus douglasii","John Thomas Howell","John Thomas Howell","","41158","","4/26/1965","4/26/1965","26-Apr-65","Madera","3000 ft","   3 miles S of Oakhurst","3 miles south of Oakhurst","yes",-119.6462,37.2891,"WGS84","Geolocate (copied from CAS866792)","",1.56,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.075313215,NA,NA,NA,NA,"no",NA,NA,31322.387380432,-80788.2636704613,7.1,12.1,23.5,15.9,1,32.2,423,221,14,157,14.6,25.2,6.6,18.6,815,50,30.2,508.4,3595,41,304,98,318,220,8,-16.5,42.5,1285,885,17.5,55,1965,681,806.2,118.15,1487,931.7,170.4,49.4,208.35,0,33.6,0.700000000000003,2.53,0.945,1.73333333333333
"75",606,"UCSC2343","","","","Quercus douglasii","A. E. Wieslander","A. E. Wieslander","","657","","8/21/1936","8/21/1936","Aug 21 1936","Santa Clara","400 ft","   Morgan Hill","Morgan Hill","yes",-121.6533279,37.13056183,"","Biogeomancer","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.058725563,NA,NA,NA,NA,"no",NA,NA,-146671.557116741,-97190.8030988909,9.6,13.4,19.7,16.2,3.4,28.8,267,131,4,107,14.7,20.4,9,11.4,509,19,48.6,1071.7,3582,20,334,65,335,270,2,-11.7,41,1279,918,16.8,54,1936,374,922.3,134.883333333333,1296.4,491.6,50.4,14,196.808333333333,0,30.2,3.3,1.5,0.865,1.21833333333333
"78",661,"UC1193273","","","","Quercus douglasii","P. Zinke","P. Zinke","","19","","5/3/1949","5/3/1949","May 3 1949","Lake","1400 ft","   Kiethley Ranch","Kiethley Ranch","yes",-122.9404,38.99,"NAD27","trs2LL","13N10W11",0.5,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.08213986,NA,NA,NA,NA,"no",NA,NA,-254413.381725739,112173.485104929,7.1,12.3,22.2,15.5,1.8,32.2,475,199,8,237,14.3,23.4,6.5,17,919,37,26.4,629.2,3457,40,314,93,322,229,10,-14.6,43.5,1270,897,16.8,55,1949,573.4,657.1,101.133333333333,1230.7,980.3,160.183333333333,46,189.316666666667,0,32.8,0.200000000000003,2.06,0.77,1.41333333333333
"80",683,"RSA463221","","","","Quercus douglasii","J. H. Nishida","J. H. Nishida","","800","","7/12/1985","7/12/1985","Jul 12 1985","Tuolumne","793 m","   Western Sierra Nevada Mountain Range; Pine Mountain Lake; 1 mile from Groveland, off Hwy 120","Western Sierra Nevada Mountain Range; Pine Mountain Lake; 1 mile from Groveland, off Highway 120","yes",-120.2099,37.8435,"WGS84","Geolocate (copied from RSA463216)","",750,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.155199093,NA,NA,NA,NA,"no",NA,NA,-18446.3114825383,-19196.4878074378,6.6,11.5,22.2,15,0.3,31.3,429,250,14,187,13.8,23.6,5.9,17.7,880,56,27.1,418.7,3313,47,292,109,311,201,11,-18,43.8,1262,838,17,54,1985,657.2,753.4,113.066666666667,1410.3,931.4,178.483333333333,52.1,204.508333333333,0,33.4,0.5,2.39,0.915,1.675
"82",701,"CDA19820","","","","Quercus douglasii","P. Akers","P. Akers","s.n.","","","5/2/2002","5/2/2002","May 02 2002","Shasta","558 ft.","  Northern California Redding, Airport Rd, just S of Hwy 44 in grassland with manzanitas.","Northern California Redding, Airport Road, just South of Highway 44 in grassland with manzanitas.","yes",-122.3,40.55,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.049545299,NA,NA,NA,NA,"no",NA,NA,-194812.055766565,283906.956938339,8.2,15.1,25.8,17.6,2.7,35,433,216,30,224,16.7,27.2,7.2,20,903,89,29.6,304.7,4309,29,333,63,331,268,6,-13.1,44.8,1304,871,16.8,57,2002,728.1,719.3,108.933333333333,1447.3,1050.9,192.875,56.9,187.075,0,36.9,2.7,3,1.225,2.14833333333333
"83",716,"UC1583990","","","","Quercus douglasii","G. Schoolcraft","G. Schoolcraft","","2128","","8/13/1990","8/13/1990","Aug 13 1990","Shasta","3200 ft","   about 1 mi e Cassel (along road)","about 1 miles east of Cassel (along road)","yes",-121.5228,40.9211,"NAD27","trs2LL","35N04E04",0.5,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.458318132,NA,NA,NA,NA,"no",NA,NA,-128327.91201313,323774.157604743,2.2,9,19.6,11.2,-4.2,30.4,198,133,32,129,10.5,21.1,1.2,19.9,492,81,41.6,259.9,2412,150,214,139,271,132,32,-26.7,42,1170,828,17.2,48,1990,424.1,779.4,120.55,1203.4,619.3,59.925,16.7,188.991666666667,29.6,32.5,-4.89999999999999,2.13,0.875,1.5
"87",739,"UCD45707","","","","Quercus douglasii","J. M. Tucker","J. M. Tucker","","1786","19","10/3/1947","10/3/1947","10 03 1947","Tuolumne","","   Dry hills, 1 mile southwest of Jamestown, Tuolumne County, California","Dry hills, 1 mile southwest of Jamestown, Tuolumne County, California","yes",-120.4342806,37.94265278,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.065404504,NA,NA,NA,NA,"no",NA,NA,-38114.6068675603,-8107.10481381789,8,13.4,23.9,16.4,2.3,33.3,340,194,12,157,15.4,25.3,6.9,18.4,703,44,36.1,579,3857,32,322,79,326,247,5,-14.6,43.8,1323,931,17.8,55,1947,609.6,825.9,123.166666666667,1435.7,740.7,171.133333333333,54.3,203.225,0,35.3,0.900000000000006,2.54,1,1.8
"88",752,"POM270126","","","","Quercus douglasii","Lyman Benson","Lyman Benson","","7953","","8/21/1936","8/21/1936","Aug 21 1936","Lake","427 m","   West bade of Mt Konocti","West of bade of Mount Konocti","yes",-122.8071,38.9797,"WGS84","GoogleMaps via BerkeleyMapper (copied from POM274968)","",3.345,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.08038114,NA,NA,NA,NA,"no",NA,NA,-242917.154445839,110679.590826959,7,12.1,22.1,15.4,1.6,31.9,504,198,8,242,14.2,23.4,6.3,17.1,953,40,25.4,587.8,3419,41,311,96,320,224,11,-15.1,43.4,1259,882,16.3,55,1936,529.1,721.9,110.933333333333,1250.9,894.2,131.758333333333,37.2,189.725,0,33.2,0,2.1,0.825,1.46833333333333
"89",753,"POM270121","","","","Quercus douglasii","Lyman Benson","Lyman Benson","","4042","","8/6/1932","8/6/1932","Aug 6 1932","Lake","579 m","   Kelseyville. Middle N Coast mtn range, Cold Creek Canyon drainage.","Kelseyville. Middle North of Coast mountains range. Cold Creek Canyon drainage.","yes",-122.8148,39.0177,"WGS84","GoogleMaps via BerkeleyMapper (copied from POM270212)","",750,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.063454267,NA,NA,NA,NA,"no",NA,NA,-243457.916848499,114920.993189982,6.8,12.3,21.9,14.9,0.8,32.8,414,161,8,197,14,23.2,6.1,17.1,781,35,30.7,665.7,3356,43,297,108,308,200,9,-16.8,44,1318,957,16.1,51,1932,513.8,757.9,115.533333333333,1271.9,790.5,123.975,34.9,190.058333333333,0,33.7,0,2.14,0.87,1.50166666666667
"90",754,"UCD45730","","","","Quercus douglasii","Frank W. Gould","Frank W. Gould","","649","","4/8/1939","4/8/1939","04 08 1939","Lake","","   Five miles southwest of Middleton along roadside","5 miles southwest of Middleton along roadside","yes",-122.5971,38.6897,"WGS84","GeoLocate","",731,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.130187336,NA,NA,NA,NA,"no",NA,NA,-225632.04986577,77940.0111922165,7.7,12.4,21.6,15.9,3.4,30.1,656,245,11,280,14.4,22.9,7.1,15.8,1192,45,20.5,504.1,3496,34,335,65,340,276,10,-11.3,41.6,1167,772,16.8,61,1939,529.1,685.3,106.016666666667,1214.3,1115.6,122.891666666667,32.8,191.85,0,30.7,1.8,1.75,0.75,1.28333333333333
